29, Private, 137063, HS-grad, 9, Never-married, Sales, Unmarried, White, Male, 0, 0, 38, United-States, <=50K
39, Federal-gov, 129573, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 1741, 40, United-States, <=50K
48, Private, 107682, HS-grad, 9, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
36, State-gov, 422275, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
21, Private, 192572, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 45, United-States, <=50K
25, Private, 190350, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
28, Private, 148645, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
26, ?, 188343, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
41, Private, 121055, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
48, Federal-gov, 110457, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, State-gov, 117927, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
42, Private, 115085, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, <=50K
34, Private, 221396, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 218957, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 45, United-States, <=50K
43, Private, 180096, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
39, Private, 121468, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 35, United-States, <=50K
28, Private, 480861, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K
41, Private, 145220, 9th, 5, Never-married, Priv-house-serv, Unmarried, White, Female, 0, 0, 40, Columbia, <=50K
23, Private, 287988, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
45, Private, 140644, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 53930, 10th, 6, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, ?, <=50K
20, Private, 108887, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K
65, Private, 85787, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 164678, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
52, Private, 165681, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 226357, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 202033, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 446559, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, <=50K
21, Private, 170456, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, Italy, <=50K
24, Private, 163665, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 2174, 0, 40, United-States, <=50K
41, Private, 210844, Some-college, 10, Married-spouse-absent, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
42, Private, 44121, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 1876, 40, United-States, <=50K
24, Private, 199555, Assoc-voc, 11, Never-married, Sales, Unmarried, White, Male, 0, 0, 5, United-States, <=50K
45, Private, 192323, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 66, Yugoslavia, <=50K
31, Federal-gov, 386331, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 50, United-States, <=50K
23, Private, 153044, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 7, United-States, <=50K
70, Private, 184176, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K
50, Private, 169925, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 15, United-States, <=50K
39, Federal-gov, 129573, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, <=50K
42, Private, 162003, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 36, United-States, >50K
50, Self-emp-not-inc, 196504, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 23, United-States, <=50K
38, Private, 91857, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K
42, Local-gov, 226020, HS-grad, 9, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 60, ?, <=50K
34, Private, 160449, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, United-States, >50K
19, ?, 45643, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States, <=50K
44, Private, 260761, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Private, 198183, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
48, Private, 304791, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
44, Self-emp-not-inc, 208277, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 45, United-States, <=50K
19, Private, 331556, 10th, 6, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 161708, Assoc-acdm, 12, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
45, Private, 26781, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 0, 0, 8, United-States, <=50K
24, Private, 69045, Some-college, 10, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 40, Jamaica, <=50K
27, Private, 394927, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
53, Self-emp-inc, 298215, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
61, Private, 232308, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
90, Private, 171956, Some-college, 10, Separated, Adm-clerical, Own-child, White, Female, 0, 0, 40, Puerto-Rico, <=50K
36, Private, 247750, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 45, United-States, <=50K
21, ?, 80680, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
40, Self-emp-inc, 37869, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
50, Private, 163708, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 179569, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
25, Federal-gov, 339956, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K
49, Self-emp-inc, 58359, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
44, Private, 175485, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 12, United-States, <=50K
46, Private, 44671, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Local-gov, 168524, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 35, United-States, >50K
35, ?, 129305, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 226267, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Mexico, <=50K
90, Private, 313749, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
53, State-gov, 227392, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, <=50K
55, Self-emp-not-inc, 68006, 7th-8th, 4, Never-married, Other-service, Other-relative, White, Female, 0, 0, 60, United-States, <=50K
58, Self-emp-inc, 183870, 10th, 6, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 40, United-States, <=50K
53, Local-gov, 137250, Masters, 14, Widowed, Prof-specialty, Unmarried, Black, Female, 0, 1669, 35, United-States, <=50K
42, Private, 219591, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 55, United-States, >50K
29, Private, 210464, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 90414, Bachelors, 13, Married-spouse-absent, Craft-repair, Unmarried, White, Female, 0, 0, 55, Ireland, <=50K
39, Private, 481060, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
55, Private, 174478, 10th, 6, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 29, United-States, <=50K
26, Self-emp-not-inc, 177858, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 1876, 38, United-States, <=50K
51, Private, 312477, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 3908, 0, 40, United-States, <=50K
26, Private, 216010, HS-grad, 9, Separated, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
31, State-gov, 124020, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
60, Private, 123992, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
19, Private, 236570, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, <=50K
27, Private, 203776, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
41, State-gov, 108945, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Female, 14344, 0, 40, United-States, >50K
32, Private, 151053, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Private, 125421, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
23, Private, 278107, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1573, 30, United-States, <=50K
32, Private, 167990, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 14084, 0, 40, United-States, >50K
46, Private, 154405, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
67, Private, 105252, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 7978, 0, 35, United-States, <=50K
34, Private, 73161, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Private, 49893, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
28, Private, 203710, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 40151, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
42, Private, 204450, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
43, State-gov, 98989, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
30, Private, 107793, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 56, United-States, >50K
29, Private, 338270, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
61, ?, 116230, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
65, Private, 361721, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 20, United-States, <=50K
61, Self-emp-inc, 227232, Bachelors, 13, Separated, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
29, Self-emp-not-inc, 128516, Assoc-acdm, 12, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States, >50K
44, Private, 156815, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
19, ?, 28455, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
59, Federal-gov, 61298, Bachelors, 13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
19, Private, 184207, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 162687, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
67, Private, 222899, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Federal-gov, 189632, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
27, State-gov, 208406, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
30, Private, 189620, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 6849, 0, 40, England, <=50K
34, Private, 228406, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
31, Private, 223327, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Private, 182944, HS-grad, 9, Widowed, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
59, Private, 174864, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 45, United-States, >50K
31, Private, 124827, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 193090, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K
20, Private, 117244, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
37, Private, 105803, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, State-gov, 481096, 5th-6th, 3, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 10, United-States, <=50K
50, State-gov, 54709, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 46, United-States, <=50K
44, Self-emp-inc, 320984, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 60, United-States, >50K
20, ?, 358783, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States, <=50K
51, Private, 228516, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 45, Columbia, <=50K
31, State-gov, 111843, Assoc-acdm, 12, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
58, Private, 153551, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
46, Local-gov, 175428, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
17, ?, 34019, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K
60, Private, 170310, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
75, Private, 239038, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 16, United-States, <=50K
17, Private, 309504, 10th, 6, Never-married, Sales, Unmarried, White, Female, 0, 0, 24, United-States, <=50K
27, Private, 258768, Bachelors, 13, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
24, Private, 206827, Some-college, 10, Never-married, Sales, Own-child, White, Female, 5060, 0, 30, United-States, <=50K
53, Private, 608184, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 1902, 40, United-States, >50K
42, Private, 68469, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 90363, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
70, ?, 149040, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 2964, 0, 12, United-States, <=50K
32, Private, 373263, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
55, Private, 359972, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K
27, Private, 104423, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 343925, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, Jamaica, <=50K
43, Private, 207685, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 210736, 10th, 6, Married-spouse-absent, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 341227, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
23, Private, 137214, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 37, United-States, <=50K
31, Local-gov, 150324, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 119359, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 0, 0, 10, China, >50K
47, Private, 265275, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 400004, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
20, Private, 117210, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
76, Private, 116202, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 33, United-States, <=50K
41, Private, 149102, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, Poland, <=50K
34, Private, 210736, Some-college, 10, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, ?, <=50K
67, Self-emp-inc, 330144, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, >50K
53, Local-gov, 110510, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
34, Private, 128063, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 36, United-States, <=50K
28, Federal-gov, 281860, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 357949, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K
30, Private, 108247, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
53, ?, 181317, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Local-gov, 263431, Some-college, 10, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
34, State-gov, 118551, Bachelors, 13, Married-civ-spouse, Tech-support, Own-child, White, Female, 5178, 0, 25, ?, >50K
30, Self-emp-not-inc, 85708, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 336061, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
51, Self-emp-inc, 166459, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
64, Private, 149044, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 2057, 60, China, <=50K
27, Federal-gov, 246372, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Local-gov, 138634, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Federal-gov, 129707, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
21, Private, 185948, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K
42, Private, 341204, HS-grad, 9, Divorced, Craft-repair, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
68, ?, 65730, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 25, United-States, <=50K
25, Private, 470203, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
20, ?, 66695, Some-college, 10, Never-married, ?, Own-child, Other, Female, 594, 0, 35, United-States, <=50K
39, Private, 19914, Some-college, 10, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
24, Private, 279041, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
90, Private, 139660, Some-college, 10, Divorced, Sales, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K
31, Private, 381153, 10th, 6, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
34, Private, 342709, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 175720, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 102953, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 55, United-States, >50K
53, Private, 95647, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K
40, Private, 118001, 10th, 6, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
56, Private, 129836, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 10, United-States, <=50K
42, Private, 115178, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 15, United-States, <=50K
63, Private, 122442, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 214816, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
62, Private, 201928, HS-grad, 9, Widowed, Craft-repair, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 27661, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
47, Private, 155664, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 55, United-States, >50K
41, Private, 33331, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
37, Private, 340599, 11th, 7, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
28, Private, 67218, 7th-8th, 4, Married-civ-spouse, Sales, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
51, Federal-gov, 215948, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, 0, 0, 40, ?, <=50K
34, Private, 157747, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
51, Private, 96062, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1977, 40, United-States, >50K
57, Private, 223214, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
39, Private, 435638, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 193042, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K
26, Private, 209942, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
48, Local-gov, 144122, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
21, ?, 180339, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States, <=50K
56, Private, 245215, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
42, Private, 336643, Assoc-voc, 11, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
49, Local-gov, 304246, Masters, 14, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 70, United-States, <=50K
46, Private, 326857, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 2415, 65, United-States, >50K
53, Federal-gov, 290290, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
23, Private, 188409, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 4508, 0, 25, United-States, <=50K
41, Local-gov, 195258, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
71, Private, 93202, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K
26, Private, 292692, 12th, 8, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
36, ?, 187983, HS-grad, 9, Never-married, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 362999, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K
38, Private, 192337, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
63, Private, 149756, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
63, Private, 68872, HS-grad, 9, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female, 0, 0, 20, United-States, <=50K
39, Private, 156897, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 2258, 42, United-States, >50K
57, Private, 124507, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
23, Private, 32732, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K
31, Local-gov, 143392, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
23, Private, 320451, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 0, 0, 24, United-States, <=50K
64, Self-emp-inc, 80333, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
34, Private, 381153, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
